# Rule 3.1 proposal. Read before applying; nothing is renamed by
# this script. Prefixes come from docs/house-audit/prefixes.tsv.
file	line	prefix	old	new
src/cpu/cpu.c	1242	cpu	cleanup_cpu	cpu_cleanup
src/cpu/cpu.c	1258	cpu	set_debugger_request_pause	cpu_set_debugger_request_pause
src/cpu/cpu.c	1274	cpu	get_debugger_request_pause	cpu_get_debugger_request_pause
src/cpu/cpu.c	1295	cpu	set_debugger_control_granted	cpu_set_debugger_control_granted
src/cpu/cpu.c	1311	cpu	get_debugger_control_granted	cpu_get_debugger_control_granted
src/cpu/cpu.c	1331	cpu	set_cpu_stop_reason	cpu_set_stop_reason
src/cpu/cpu.c	1345	cpu	get_cpu_stop_reason	cpu_get_stop_reason
src/cpu/cpu.c	1364	cpu	set_cpu_run_mode	cpu_set_run_mode
src/cpu/cpu.c	1380	cpu	get_cpu_run_mode	cpu_get_run_mode
src/cpu/cpu_bkpt.c	72	bkpt	breakpoint_manager_init	bkpt_manager_init
src/cpu/cpu_bkpt.c	86	bkpt	breakpoint_manager_cleanup	bkpt_manager_cleanup
src/cpu/cpu_bkpt.c	98	bkpt	breakpoint_manager_step_one	bkpt_manager_step_one
src/cpu/cpu_bkpt.c	110	bkpt	breakpoint_manager_add	bkpt_manager_add
src/cpu/cpu_bkpt.c	154	bkpt	breakpoint_manager_remove	bkpt_manager_remove
src/cpu/cpu_bkpt.c	192	bkpt	breakpoint_manager_clear	bkpt_manager_clear
src/cpu/cpu_bkpt.c	214	bkpt	breakpoint_manager_clear_type	bkpt_manager_clear_type
src/cpu/cpu_bkpt.c	326	bkpt	check_for_breakpoint	bkpt_check_hit
src/cpu/cpu_bkpt.c	438	bkpt	breakpoint_manager_get_last_hit	bkpt_manager_get_last_hit
src/cpu/cpu_bkpt.c	501	bkpt	watchpoint_add	bkpt_watchpoint_add
src/cpu/cpu_bkpt.c	529	bkpt	watchpoint_remove	bkpt_watchpoint_remove
src/cpu/cpu_bkpt.c	549	bkpt	watchpoint_check_slow	bkpt_watchpoint_check_slow
src/cpu/cpu_bkpt.c	593	bkpt	watchpoint_check	bkpt_watchpoint_check
src/cpu/cpu_bkpt.c	599	bkpt	watchpoint_clear	bkpt_watchpoint_clear
src/cpu/cpu_bkpt.c	610	bkpt	watchpoint_get_count	bkpt_watchpoint_get_count
src/cpu/cpu_bkpt.c	616	bkpt	watchpoint_get	bkpt_watchpoint_get
src/cpu/cpu_bkpt.c	653	bkpt	phys_watchpoint_add	bkpt_phys_watchpoint_add
src/cpu/cpu_bkpt.c	680	bkpt	phys_watchpoint_remove	bkpt_phys_watchpoint_remove
src/cpu/cpu_bkpt.c	696	bkpt	phys_watchpoint_check	bkpt_phys_watchpoint_check
src/cpu/cpu_bkpt.c	731	bkpt	phys_watchpoint_clear	bkpt_phys_watchpoint_clear
src/cpu/cpu_bkpt.c	742	bkpt	phys_watchpoint_get_count	bkpt_phys_watchpoint_get_count
src/cpu/cpu_bkpt.c	748	bkpt	phys_watchpoint_get	bkpt_phys_watchpoint_get
src/cpu/cpu_disasm.c	72	disasm	OpToStr	disasm_op_to_str
src/cpu/cpu_disasm.c	967	disasm	extract_opcode	disasm_extract_opcode
src/cpu/cpu_instr.c	95	cpu	signExtend	cpu_sign_extend
src/cpu/cpu_instr.c	166	cpu	illegal_instr	cpu_illegal_instr
src/cpu/cpu_instr.c	2079	cpu	add_A_mem	cpu_add_a_mem
src/cpu/cpu_instr.c	6937	cpu	sub_A_mem	cpu_sub_a_mem
src/cpu/cpu_instr.c	6977	cpu	rdiv_org	cpu_rdiv_org
src/cpu/cpu_instr.c	7088	cpu	rmpy_org	cpu_rmpy_org
src/cpu/cpu_instr.c	7206	cpu	GetBCD	cpu_get_bcd
src/cpu/cpu_instr.c	7212	cpu	StoreBCD	cpu_store_bcd
src/cpu/cpu_instr.c	7274	cpu	Setup_Instructions	cpu_instructions
src/cpu/cpu_mms.c	46	mms	cpu_set_ring_at_pf	mms_cpu_set_ring_at_pf
src/cpu/cpu_mms.c	54	mms	CreatePagingTables	mms_create_paging_tables
src/cpu/cpu_mms.c	124	mms	DestroyPagingTables	mms_destroy_paging_tables
src/cpu/cpu_mms.c	134	mms	GetPTShadowAddress	mms_get_pt_shadow_address
src/cpu/cpu_mms.c	171	mms	PT_Write	mms_write
src/cpu/cpu_mms.c	217	mms	PT_Read	mms_read
src/cpu/cpu_mms.c	235	mms	GetPageTableEntry	mms_get_page_table_entry
src/cpu/cpu_mms.c	280	mms	GetPageTableEntryForDebugger	mms_get_page_table_entry_for_debugger
src/cpu/cpu_mms.c	319	mms	UpdatePageTableEntry	mms_update_page_table_entry
src/cpu/cpu_mms.c	346	mms	SetPageUsed	mms_set_page_used
src/cpu/cpu_mms.c	363	mms	SetPageWritten	mms_set_page_written
src/cpu/cpu_mms.c	391	mms	GetPageTableEntryDebugInfo	mms_get_page_table_entry_debug_info
src/cpu/cpu_mms.c	453	mms	mapVirtualToPhysical	mms_map_virtual_to_physical
src/cpu/cpu_mms.c	650	mms	UpdatePGS	mms_update_pgs
src/cpu/cpu_mms.c	708	mms	checkPageProtection	mms_check_page_protection
src/cpu/cpu_mms.c	794	mms	IsAddressShadowMemory	mms_is_address_shadow_memory
src/cpu/cpu_mms.c	847	mms	ReadVirtualMemory	mms_read_virtual_memory
src/cpu/cpu_mms.c	863	mms	ReadIndirectVirtualMemory	mms_read_indirect_virtual_memory
src/cpu/cpu_mms.c	874	mms	FetchVirtualMemory	mms_fetch_virtual_memory
src/cpu/cpu_mms.c	885	mms	WriteVirtualMemory	mms_write_virtual_memory
src/cpu/cpu_mms.c	909	mms	GetPhysicalMemoryType	mms_get_physical_memory_type
src/cpu/cpu_mms.c	1086	mms	ReadPhysicalMemory	mms_read_physical_memory
src/cpu/cpu_mms.c	1119	mms	WritePhysicalMemory	mms_write_physical_memory
src/cpu/cpu_mms.c	1126	mms	WritePhysicalMemoryWM	mms_write_physical_memory_wm
src/cpu/cpu_mms.c	1196	mms	HandleMemoryOutOfRange	mms_handle_memory_out_of_range
src/cpu/cpu_mms.c	1206	mms	HandleMPV	mms_handle_mpv
src/cpu/cpu_mms.c	1240	mms	HandlePF	mms_handle_pf
src/cpu/cpu_model.c	47	cpumodel	CpuModel_FromName	cpumodel_from_name
src/cpu/cpu_model.c	67	cpumodel	CpuModel_Name	cpumodel_name
src/cpu/cpu_model.c	83	cpumodel	CpuModel_DisplayName	cpumodel_display_name
src/cpu/cpu_model.c	114	cpumodel	CpuModel_Count	cpumodel_count
src/cpu/cpu_model.c	119	cpumodel	CpuModel_NameByIndex	cpumodel_name_by_index
src/cpu/cpu_regs.c	38	cpu	setPIL	cpu_set_pil
src/cpu/cpu_regs.c	57	cpu	setPEA	cpu_set_pea
src/cpu/cpu_regs.c	68	cpu	setPES	cpu_set_pes
src/cpu/cpu_regs.c	79	cpu	setPGS	cpu_set_pgs
src/cpu/cpu_regs.c	93	cpu	setreg	cpu_setreg
src/cpu/cpu_regs.c	105	cpu	getbit	cpu_getbit
src/cpu/cpu_regs.c	122	cpu	clrbit	cpu_clrbit
src/cpu/cpu_regs.c	134	cpu	setbit_STS_MSB	cpu_setbit_sts_msb
src/cpu/cpu_regs.c	151	cpu	setbit	cpu_setbit
src/cpu/cpu_regs.c	179	cpu	AdjustSTS	cpu_adjust_sts
src/cpu/float.c	245	float	NDFloat_Add	float_add
src/cpu/float.c	271	float	NDFloat_Sub	float_sub
src/cpu/float.c	300	float	NDFloat_Mul	float_mul
src/cpu/float.c	341	float	NDFloat_Div	float_div
src/cpu/float.c	401	float	DoNLZ	float_do_nlz
src/cpu/float.c	449	float	DoDNZ	float_do_dnz
src/cpu/float.c	601	float	NDFloat_Add32	float_add_32
src/cpu/float.c	647	float	NDFloat_Sub32	float_sub_32
src/cpu/float.c	695	float	NDFloat_Mul32	float_mul_32
src/cpu/float.c	737	float	NDFloat_Div32	float_div_32
src/cpu/float.c	797	float	DoNLZ32	float_do_nlz32
src/cpu/float.c	852	float	DoDNZ32	float_do_dnz32
src/debugger/debugger.c	405	debugger	start_debugger	debugger_start
src/debugger/debugger.c	414	debugger	ndx_server_terminate	debugger_ndx_server_terminate
src/debugger/debugger.c	423	debugger	stop_debugger_thread	debugger_stop_thread
src/debugger/debugger.c	712	debugger	find_stack_return_address	debugger_find_stack_return_address
src/debugger/debugger.c	822	debugger	step_cpu	debugger_step_cpu
src/debugger/debugger.c	2162	debugger	GetPageTableMemoryRange	debugger_get_page_table_memory_range
src/debugger/debugger.c	2422	debugger	update_stack_frame	debugger_update_stack_frame
src/debugger/debugger.c	4962	debugger	ndx_server_init	debugger_ndx_server_init
src/debugger/debugger.c	5077	debugger	ndx_server_stop	debugger_ndx_server_stop
src/debugger/debugger.c	5190	debugger	dbg_get_server	debugger_dbg_get_server
src/debugger/debugger.c	5236	debugger	dbg_get_scopes_json	debugger_dbg_get_scopes_json
src/debugger/debugger.c	5291	debugger	dbg_get_variables_json	debugger_dbg_get_variables_json
src/debugger/debugger.c	5334	debugger	dbg_get_stack_trace_json	debugger_dbg_get_stack_trace_json
src/debugger/debugger.c	5401	debugger	dbg_get_threads_json	debugger_dbg_get_threads_json
src/debugger/debugger.c	5440	debugger	dbg_step_in	debugger_dbg_step_in
src/debugger/debugger.c	5451	debugger	dbg_step_over	debugger_dbg_step_over
src/debugger/debugger.c	5462	debugger	dbg_step_out	debugger_dbg_step_out
src/debugger/debugger.c	5482	debugger	find_symbol_by_address	debugger_find_symbol_by_address
src/debugger/debugger.c	5504	debugger	get_symbol_for_address	debugger_get_symbol_for_address
src/debugger/debugger.c	5516	debugger	get_source_location	debugger_get_source_location
src/devices/cdc/device_cdc.c	50	cdc	CdcDevice_SetBackingFile	cdc_set_backing_file
src/devices/cdc/device_cdc.c	735	cdc	CreateCdcDevice	cdc_create_device
src/devices/device.c	53	dev	Device_GetOddParity	dev_get_odd_parity
src/devices/device.c	59	dev	Device_Init	dev_init
src/devices/device.c	108	dev	Device_Destroy	dev_destroy
src/devices/device.c	134	dev	Device_Reset	dev_reset
src/devices/device.c	143	dev	Device_Tick	dev_tick
src/devices/device.c	154	dev	Device_Boot	dev_boot
src/devices/device.c	168	dev	Device_IsInAddress	dev_is_in_address
src/devices/device.c	177	dev	Device_RegisterAddress	dev_register_address
src/devices/device.c	186	dev	Device_Read	dev_read
src/devices/device.c	195	dev	Device_Write	dev_write
src/devices/device.c	204	dev	Device_Ident	dev_ident
src/devices/device.c	213	dev	Device_QueueIODelay	dev_queue_io_delay
src/devices/device.c	244	dev	Device_TickIODelay	dev_tick_io_delay
src/devices/device.c	288	dev	Device_GenerateInterrupt	dev_generate_interrupt
src/devices/device.c	304	dev	Device_SetInterruptStatus	dev_set_interrupt_status
src/devices/device.c	321	dev	Device_IO_Seek	dev_io_seek
src/devices/device.c	332	dev	Device_IO_ReadWord	dev_io_read_word
src/devices/device.c	357	dev	Device_IO_BufferReadWord	dev_io_buffer_read_word
src/devices/device.c	385	dev	Device_IO_WriteWord	dev_io_write_word
src/devices/device.c	408	dev	Device_IO_BufferWriteWord	dev_io_buffer_write_word
src/devices/device.c	430	dev	Device_DMAWrite	dev_dma_write
src/devices/device.c	437	dev	Device_DMARead	dev_dma_read
src/devices/device.c	448	dev	Device_SetCharacterOutput	dev_set_character_output
src/devices/device.c	459	dev	Device_SetCharacterInput	dev_set_character_input
src/devices/device.c	470	dev	Device_OutputCharacter	dev_output_character
src/devices/device.c	481	dev	Device_InputCharacter	dev_input_character
src/devices/device.c	494	dev	Device_SetBlockRead	dev_set_block_read
src/devices/device.c	506	dev	Device_SetBlockWrite	dev_set_block_write
src/devices/device.c	521	dev	Device_SetBlockDiskInfo	dev_set_block_disk_info
src/devices/device.c	535	dev	Device_ReadBlock	dev_read_block
src/devices/device.c	547	dev	Device_WriteBlock	dev_write_block
src/devices/devicemanager.c	51	devmgr	DeviceManager_Init	devmgr_init
src/devices/devicemanager.c	70	devmgr	DeviceManager_Destroy	devmgr_destroy
src/devices/devicemanager.c	93	devmgr	DeviceManager_AddAllDevices	devmgr_add_all_devices
src/devices/devicemanager.c	146	devmgr	DeviceManager_AddSCSIDevice_WithConfig	devmgr_add_scsi_device_with_config
src/devices/devicemanager.c	169	devmgr	DeviceManager_AddHDLCDevice_WithConfig	devmgr_add_hdlc_device_with_config
src/devices/devicemanager.c	324	devmgr	DeviceManager_MasterClear	devmgr_master_clear
src/devices/devicemanager.c	335	devmgr	DeviceManager_AddDevice	devmgr_add_device
src/devices/devicemanager.c	395	devmgr	DeviceManager_Read	devmgr_read
src/devices/devicemanager.c	413	devmgr	DeviceManager_Write	devmgr_write
src/devices/devicemanager.c	435	devmgr	DeviceManager_Ident	devmgr_ident
src/devices/devicemanager.c	466	devmgr	DeviceManager_Tick	devmgr_tick
src/devices/devicemanager.c	480	devmgr	DeviceManager_GetDeviceByAddress	devmgr_get_device_by_address
src/devices/devicemanager.c	494	devmgr	DeviceManager_GetDeviceCount	devmgr_get_device_count
src/devices/devicemanager.c	499	devmgr	DeviceManager_GetDeviceByIndex	devmgr_get_device_by_index
src/devices/devicemanager.c	520	devmgr	DeviceManager_IotOp	devmgr_iot_op
src/devices/devicemanager.c	539	devmgr	DeviceManager_BootFrom	devmgr_boot_from
src/devices/drum/device_drum.c	41	drum	DrumDevice_SetBackingFile	drum_set_backing_file
src/devices/drum/device_drum.c	329	drum	CreateDrumDevice	drum_create_device
src/devices/floppy/device_floppy_dma.c	867	floppy_dma	CreateFloppyDMADevice	floppy_dma_create_device
src/devices/floppy/device_floppy_pio.c	784	floppy_pio	CreateFloppyPIODevice	floppy_pio_create_device
src/devices/hdlc/chip_com5025.c	52	com5025	COM5025_Init	com5025_init
src/devices/hdlc/chip_com5025.c	70	com5025	COM5025_Reset	com5025_reset
src/devices/hdlc/chip_com5025.c	111	com5025	COM5025_ReadByte	com5025_read_byte
src/devices/hdlc/chip_com5025.c	166	com5025	COM5025_WriteByte	com5025_write_byte
src/devices/hdlc/chip_com5025.c	226	com5025	COM5025_ReadWord	com5025_read_word
src/devices/hdlc/chip_com5025.c	264	com5025	COM5025_WriteWord	com5025_write_word
src/devices/hdlc/chip_com5025.c	310	com5025	COM5025_SetInputPin	com5025_set_input_pin
src/devices/hdlc/chip_com5025.c	366	com5025	COM5025_GetInputPin	com5025_get_input_pin
src/devices/hdlc/chip_com5025.c	375	com5025	COM5025_GetOutputPin	com5025_get_output_pin
src/devices/hdlc/chip_com5025.c	384	com5025	COM5025_ClockReceiver	com5025_clock_receiver
src/devices/hdlc/chip_com5025.c	395	com5025	COM5025_ClockTransmitter	com5025_clock_transmitter
src/devices/hdlc/chip_com5025.c	528	com5025	COM5025_ReceiveData	com5025_receive_data
src/devices/hdlc/chip_com5025.c	542	com5025	COM5025_TransmitData	com5025_transmit_data
src/devices/hdlc/chip_com5025.c	730	com5025	COM5025_SetReceiverStatus	com5025_set_receiver_status
src/devices/hdlc/chip_com5025_registers.c	43	com5025_reg	COM5025Registers_Init	com5025_reg_init
src/devices/hdlc/chip_com5025_registers.c	57	com5025_reg	COM5025Registers_Clear	com5025_reg_clear
src/devices/hdlc/chip_com5025_registers.c	104	com5025_reg	COM5025Registers_Destroy	com5025_reg_destroy
src/devices/hdlc/chip_com5025_registers.c	120	com5025_reg	COM5025Registers_SetReceiverStatus	com5025_reg_set_receiver_status
src/devices/hdlc/chip_com5025_registers.c	129	com5025_reg	COM5025Registers_GetReceiverCharacterLen	com5025_reg_get_receiver_character_len
src/devices/hdlc/chip_com5025_registers.c	138	com5025_reg	COM5025Registers_GetTransmitterCharacterLen	com5025_reg_get_transmitter_character_len
src/devices/hdlc/chip_com5025_registers.c	147	com5025_reg	COM5025Registers_SetModeControl	com5025_reg_set_mode_control
src/devices/hdlc/chip_com5025_registers.c	169	com5025_reg	COM5025Registers_IsProtocolModeCCP	com5025_reg_is_protocol_mode_ccp
src/devices/hdlc/chip_com5025_registers.c	178	com5025_reg	COM5025Registers_SetClockSpeed	com5025_reg_set_clock_speed
src/devices/hdlc/chip_com5025_registers.c	188	com5025_reg	COM5025Registers_Clock	com5025_reg_clock
src/devices/hdlc/chip_com5025_registers.c	198	com5025_reg	COM5025Registers_AdjustTimer	com5025_reg_adjust_timer
src/devices/hdlc/chip_com5025_registers.c	217	com5025_reg	COM5025Registers_QueueReceivedData	com5025_reg_queue_received_data
src/devices/hdlc/chip_com5025_registers.c	273	com5025_reg	COM5025Registers_DataReceived	com5025_reg_data_received
src/devices/hdlc/chip_com5025_registers.c	293	com5025_reg	COM5025Registers_IsNextByteSync	com5025_reg_is_next_byte_sync
src/devices/hdlc/chip_com5025_registers.c	329	com5025_reg	COM5025Registers_MarkDataAsReceived	com5025_reg_mark_data_as_received
src/devices/hdlc/chip_com5025_registers.c	382	com5025_reg	COM5025Registers_CalcRXCrc	com5025_reg_calc_rx_crc
src/devices/hdlc/chip_com5025_registers.c	408	com5025_reg	COM5025Registers_IsRxCrcEqual	com5025_reg_is_rx_crc_equal
src/devices/hdlc/chip_com5025_registers.c	417	com5025_reg	COM5025Registers_AggregateTXCrc	com5025_reg_aggregate_tx_crc
src/devices/hdlc/chip_com5025_registers.c	443	com5025_reg	COM5025Registers_CalcFinalTxCrc	com5025_reg_calc_final_tx_crc
src/devices/hdlc/chip_com5025_registers.c	453	com5025_reg	COM5025Registers_IsTxCrcEqual	com5025_reg_is_tx_crc_equal
src/devices/hdlc/chip_com5025_registers.c	483	com5025_reg	COM5025IOTimer_SetCallback	com5025_reg_set_callback
src/devices/hdlc/device_hdlc.c	684	hdlc	CreateHDLCDevice	hdlc_create_device
src/devices/hdlc/device_hdlc.c	819	hdlc	HDLC_BridgeInjectRx	hdlc_bridge_inject_rx
src/devices/hdlc/device_hdlc.c	1380	hdlc	HDLC_GetRxFrameStatus	hdlc_get_rx_frame_status
src/devices/hdlc/dma_control_blocks.c	52	dmacb	DMAControlBlocks_Init	dmacb_init
src/devices/hdlc/dma_control_blocks.c	104	dmacb	DMAControlBlocks_Destroy	dmacb_destroy
src/devices/hdlc/dma_control_blocks.c	140	dmacb	DMAControlBlocks_Clear	dmacb_clear
src/devices/hdlc/dma_control_blocks.c	173	dmacb	DMAControlBlocks_SetTXPointer	dmacb_set_tx_pointer
src/devices/hdlc/dma_control_blocks.c	187	dmacb	DMAControlBlocks_DebugTXFrames	dmacb_debug_tx_frames
src/devices/hdlc/dma_control_blocks.c	215	dmacb	DMAControlBlocks_LoadTXBuffer	dmacb_load_tx_buffer
src/devices/hdlc/dma_control_blocks.c	231	dmacb	DMAControlBlocks_LoadNextTXBuffer	dmacb_load_next_tx_buffer
src/devices/hdlc/dma_control_blocks.c	244	dmacb	DMAControlBlocks_MarkBufferSent	dmacb_mark_buffer_sent
src/devices/hdlc/dma_control_blocks.c	271	dmacb	DMAControlBlocks_SetRXPointer	dmacb_set_rx_pointer
